EXP,Year,Loc,Range,Row,Plot,REP,Nitro,Weed,HYB,Code,TRT,STC,PDT,HDT,MFL,FFL,DTA,DTS,FDT,FDS,RTA,RLA,SDI,PHT,EHT,SDL,SDS,GWT,MST,TWT,YIELD,PROT,OIL,STR
REPLICATED TRIAL,2019,UIUC2019,6,13,6013,1,N3,WPLUS,17.461,ORG1,UIUC2019N3WPLUSORG1,57,10-Jun,10/19/2019,4-Aug,5-Aug,55,56,1.92,1.95,98.34,NA,106.84,252,152,23.7,21.78,7.484268,26,52.8,129.0149569,9.3,3.8,71.6
REPLICATED TRIAL,2019,UIUC2019,8,25,8025,2,N2,WPLUS,17.461,ORG1,UIUC2019N2WPLUSORG1,58,10-Jun,10/19/2019,5-Aug,7-Aug,56,58,1.94,1.96,80.28,NA,90.84,238,133,21.38,19.76,6.40471904,28.5,54.4,106.6756103,7.8,3.3,73.3
REPLICATED TRIAL,2019,UIUC2019,10,33,10033,2,N3,WPLUS,17.461,ORG1,UIUC2019N3WPLUSORG1,56,10-Jun,10/19/2019,5-Aug,7-Aug,56,58,1.91,1.94,84.16,NA,112.59,241,125,23.54,20.86,7.711064,25.9,53.8,133.1041287,7,3.3,73.8
REPLICATED TRIAL,2019,UIUC2019,11,37,11037,2,N1,WPLUS,17.461,ORG1,UIUC2019N1WPLUSORG1,58,10-Jun,10/19/2019,5-Aug,6-Aug,56,57,1.91,1.94,88.08,NA,107.17,242,136,21.26,19.88,6.51811704,23.4,54.7,116.3080931,7.8,3.2,73
REPLICATED TRIAL,2019,UIUC2019,14,41,14041,3,N3,WPLUS,17.461,ORG1,UIUC2019N3WPLUSORG1,68,10-Jun,10/19/2019,5-Aug,6-Aug,56,57,1.88,1.94,96.7,NA,97.67,248,130,21.93,19.75,8.3234132,27,54,141.5413477,8.7,3.3,72.3
REPLICATED TRIAL,2019,UIUC2019,16,13,16013,3,N1,WPLUS,17.461,ORG1,UIUC2019N1WPLUSORG1,63,10-Jun,10/19/2019,5-Aug,6-Aug,56,57,1.92,1.95,90.33,NA,98.59,243,128,20.33,18.34,3.91903488,25.3,51.6,68.19597485,8.5,3.2,72.7
REPLICATED TRIAL,2019,UIUC2019,17,13,17013,3,N2,WPLUS,17.461,ORG1,UIUC2019N2WPLUSORG1,64,10-Jun,10/19/2019,5-Aug,6-Aug,56,57,1.92,1.94,84.12,NA,103.67,230,135,20.6,18.96,5.3070264,25.8,53.9,91.73058531,7.8,3.3,73.2
REPLICATED TRIAL,2019,UIUC2019,20,37,20037,4,N3,WPLUS,17.461,ORG1,UIUC2019N3WPLUSORG1,58,10-Jun,10/19/2019,5-Aug,6-Aug,56,57,1.9,1.94,99.1,NA,97.5,245,123,21.72,19.54,6.97170904,26.2,55.1,119.854578,8.3,3.1,73
REPLICATED TRIAL,2019,UIUC2019,21,21,21021,4,N1,WPLUS,17.461,ORG1,UIUC2019N1WPLUSORG1,54,10-Jun,10/19/2019,8-Aug,9-Aug,59,60,1.96,1.98,95.85,NA,75.5,199,92,18.77,16.66,2.1772416,23.8,46.6,38.64742885,9.6,3.6,71.5
REPLICATED TRIAL,2019,UIUC2019,23,25,23025,4,N2,WPLUS,17.461,ORG1,UIUC2019N2WPLUSORG1,58,10-Jun,10/19/2019,5-Aug,6-Aug,56,57,1.92,1.95,78.75,NA,85.17,233,130,18.32,17.04,3.34750896,24.6,50.7,58.79658541,9.9,3.6,71
REPLICATED TRIAL,2018,Pana,1,37,12109,1,N2,WPLUS,461.2B24,ORG2,PanaN2WPLUSORG2,14,5/25/2018,10/15/2018,NA,NA,NA,NA,1.883333333,1.759166667,92.50166667,2.281666667,103.25,227,102,20.202,18.976,2.48114824,14.6,54.9,50.34845496,10.3,3.9,69.5
REPLICATED TRIAL,2018,Pana,2,37,11109,1,N2,WMINUS,461.2B24,ORG2,PanaN2WMINUSORG2,16,5/25/2018,10/15/2018,NA,NA,NA,NA,1.833333333,1.756666667,63.17166667,2.220833333,112.5,246,130,23.21,21.212,6.11442016,15.7,56.4,119.2206975,11.1,4.5,68.2
REPLICATED TRIAL,2018,Pana,3,41,11309,1,N1,WPLUS,461.2B24,ORG2,PanaN1WPLUSORG2,24,5/25/2018,10/15/2018,NA,NA,NA,NA,1.863333333,1.715,79.6675,2.3925,100,215,100,21.72,19.646,6.22328224,14.9,54.7,126.3018292,10.3,4.4,68.9
REPLICATED TRIAL,2018,Pana,4,41,12309,1,N1,WMINUS,461.2B24,ORG2,PanaN1WMINUSORG2,24,5/25/2018,10/15/2018,NA,NA,NA,NA,1.903333333,1.76,92.63,2.631666667,105.6666667,228,138,21.056,19.49,7.20757688,16.9,55.6,140.528181,9.1,4.3,69.9
REPLICATED TRIAL,2018,Pana,5,25,12209,1,N3,WPLUS,461.2B24,ORG2,PanaN3WPLUSORG2,26,5/25/2018,10/15/2018,NA,NA,NA,NA,1.886666667,1.7625,97.5225,-2.193333333,93.08333333,254,118,24.56,22.508,7.72013584,15.3,56.5,150.9759648,9.4,4.7,69.1
REPLICATED TRIAL,2018,Pana,6,25,11209,1,N3,WMINUS,461.2B24,ORG2,PanaN3WMINUSORG2,26,5/25/2018,10/15/2018,NA,NA,NA,NA,1.88,1.73,73.05916667,3.064166667,116.1666667,255,132,25.18,22.072,8.26444624,14.6,56.4,163.2452054,11,4.2,68.4
REPLICATED TRIAL,2018,Pana,7,25,22109,2,N2,WPLUS,461.2B24,ORG2,PanaN2WPLUSORG2,24,5/25/2018,10/15/2018,NA,NA,NA,NA,1.846666667,1.7325,85.72,3.745833333,117.4166667,240,142,25.368,21.742,6.577084,16.3,55.9,128.4679955,10.1,4.6,68.9
REPLICATED TRIAL,2018,Pana,8,25,21109,2,N2,WMINUS,461.2B24,ORG2,PanaN2WMINUSORG2,30,5/25/2018,10/15/2018,NA,NA,NA,NA,1.846666667,1.740833333,76.45166667,3.670833333,114.75,256,113,24.77,21.618,8.12383272,18.7,54.9,156.9376273,9.6,4.2,69.7
REPLICATED TRIAL,2018,Pana,9,41,22209,2,N3,WPLUS,461.2B24,ORG2,PanaN3WPLUSORG2,31,5/25/2018,10/15/2018,NA,NA,NA,NA,1.925,1.76,77.46625,0.6375,130.25,238,120,23.524,20.46,7.58405824,17.3,53.7,152.363448,10.5,4.5,68.6
REPLICATED TRIAL,2018,Pana,10,41,21209,2,N3,WMINUS,461.2B24,ORG2,PanaN3WMINUSORG2,28,5/25/2018,10/15/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,232,105,23.064,20.94,7.51601944,15.8,55.1,149.8291434,10.3,4.3,68.9
REPLICATED TRIAL,2018,Pana,11,37,22309,2,N1,WPLUS,461.2B24,ORG2,PanaN1WPLUSORG2,26,5/25/2018,10/15/2018,NA,NA,NA,NA,1.896666667,1.734166667,77.47,2.833333333,102.6666667,245,127,20.666,18.656,7.0079964,21.4,54,133.0670611,9.8,4.3,69.4
REPLICATED TRIAL,2018,Pana,12,37,21309,2,N1,WMINUS,461.2B24,ORG2,PanaN1WMINUSORG2,26,5/25/2018,10/15/2018,NA,NA,NA,NA,1.876666667,1.729166667,102.0933333,1.636666667,99.25,230,115,21.024,18.344,6.39111128,18.5,54.1,125.5985519,9.4,4.6,69.4
REPLICATED TRIAL,2018,Pana,13,29,31309,3,N1,WMINUS,461.2B24,ORG2,PanaN1WMINUSORG2,26,5/25/2018,10/15/2018,NA,NA,NA,NA,1.893333333,1.73,80.12916667,1.175833333,94,237,125,20.432,18.476,6.09174056,16.4,56.5,117.5837042,9.7,4.3,69.3
REPLICATED TRIAL,2018,Pana,14,29,32309,3,N1,WPLUS,461.2B24,ORG2,PanaN1WPLUSORG2,29,5/25/2018,10/15/2018,NA,NA,NA,NA,1.93,1.7525,81.91375,-0.545,127,225,107,21.556,19.306,6.1688512,16,57.9,116.7489346,9.7,4.5,69.3
REPLICATED TRIAL,2018,Pana,15,13,32209,3,N3,WPLUS,461.2B24,ORG2,PanaN3WPLUSORG2,23,5/25/2018,10/15/2018,NA,NA,NA,NA,1.893333333,1.7275,78.2625,2.4225,108.25,236,115,24.424,21.704,6.20513856,19.9,55.3,117.2483602,10.6,4.8,68.1
REPLICATED TRIAL,2018,Pana,16,13,31209,3,N3,WMINUS,461.2B24,ORG2,PanaN3WMINUSORG2,28,5/25/2018,10/15/2018,NA,NA,NA,NA,1.906666667,1.735833333,71.66416667,-0.14,99.16666667,237,124,23.77,20.652,8.60010432,19.4,54.7,165.310083,10.9,5.3,67.3
REPLICATED TRIAL,2018,Pana,17,5,31109,3,N2,WMINUS,461.2B24,ORG2,PanaN2WMINUSORG2,25,5/25/2018,10/15/2018,NA,NA,NA,NA,1.883333333,1.784166667,113.3908333,1.894166667,98.66666667,220,115,24.128,21.624,3.33843712,20.6,55.7,62.08067309,11.5,4.1,68.1
REPLICATED TRIAL,2018,Pana,18,5,32109,3,N2,WPLUS,461.2B24,ORG2,PanaN2WPLUSORG2,20,5/25/2018,10/15/2018,NA,NA,NA,NA,1.87,1.75,85.09166667,3.533333333,103.3333333,218,100,23.818,20.838,5.88762416,15.9,57.4,112.5309775,10.3,4.6,68.7
REPLICATED TRIAL,2018,Pana,19,17,42109,4,N2,WPLUS,461.2B24,ORG2,PanaN2WPLUSORG2,31,5/25/2018,10/15/2018,NA,NA,NA,NA,1.893333333,1.739166667,62.70333333,1.1475,107.5833333,245,115,22.742,20.596,6.8945984,15.1,55,138.8359333,10.1,4.1,69.4
REPLICATED TRIAL,2018,Pana,20,17,41109,4,N2,WMINUS,461.2B24,ORG2,PanaN2WMINUSORG2,22,5/25/2018,10/15/2018,NA,NA,NA,NA,1.863333333,1.7175,82.96583333,1.866666667,96.83333333,250,130,22.782,20.272,7.52055536,15.8,56.9,145.1769428,10.1,4.7,68.8
REPLICATED TRIAL,2018,Pana,21,37,41209,4,N3,WMINUS,461.2B24,ORG2,PanaN3WMINUSORG2,27,5/25/2018,10/15/2018,NA,NA,NA,NA,1.9,1.754166667,96.16333333,0.651666667,106.3333333,247,140,21.408,19.214,7.030676,15.8,55.4,139.3950398,10.6,4.2,68.9
REPLICATED TRIAL,2018,Pana,22,37,42209,4,N3,WPLUS,461.2B24,ORG2,PanaN3WPLUSORG2,24,5/25/2018,10/15/2018,NA,NA,NA,NA,1.876666667,1.790833333,88.28333333,0.935833333,113.0833333,250,145,22.328,18.606,7.1894332,15.8,57.3,137.816124,10.7,4.2,68.7
REPLICATED TRIAL,2018,Pana,23,21,41309,4,N1,WMINUS,461.2B24,ORG2,PanaN1WMINUSORG2,22,5/25/2018,10/15/2018,NA,NA,NA,NA,1.866666667,1.711666667,95.33083333,2.5975,111.1666667,240,131,23.08,19.816,7.40715736,15.7,57.7,141.1728693,11,4.5,68.1
REPLICATED TRIAL,2018,Pana,24,21,42309,4,N1,WPLUS,461.2B24,ORG2,PanaN1WPLUSORG2,23,5/25/2018,10/15/2018,NA,NA,NA,NA,1.865,1.71,92.37875,3.44625,105.875,224,102,21.776,19.36,7.04881968,15.4,57.2,135.9999172,10.2,4.2,69.1
REPLICATED TRIAL,2018,Macomb,1,41,11209,1,N2,WMINUS,461.2B24,ORG2,MacombN2WMINUSORG2,28,6/7/2018,11/21/2018,NA,NA,NA,NA,1.9,1.74,91.56416667,-0.525833333,110.8333333,213,80,20.222,18.49,4.9668324,20.2,53.1,97.3723799,9.8,4.9,68.8
REPLICATED TRIAL,2018,Macomb,2,41,12209,1,N2,WPLUS,461.2B24,ORG2,MacombN2WPLUSORG2,3,6/7/2018,11/21/2018,NA,NA,NA,NA,1.88,1.741666667,66.60333333,1.313333333,101.5833333,222,94,21.638,17.662,4.36355504,19.3,54.6,84.13355875,9.8,5.1,68.5
REPLICATED TRIAL,2018,Macomb,3,5,12109,1,N1,WPLUS,461.2B24,ORG2,MacombN1WPLUSORG2,5,6/7/2018,11/20/2018,NA,NA,NA,NA,1.92,1.724166667,63.0975,-2.6675,80.58333333,235,97,22.644,19.902,3.30668568,19.2,54.5,63.95222843,8.6,5,69.5
REPLICATED TRIAL,2018,Macomb,4,5,11109,1,N1,WMINUS,461.2B24,ORG2,MacombN1WMINUSORG2,10,6/7/2018,11/20/2018,NA,NA,NA,NA,1.913333333,1.7025,71.55166667,-1.483333333,79.41666667,225,103,24.662,20.348,2.82587816,19.3,54.5,54.58563596,10.9,4.2,68.8
REPLICATED TRIAL,2018,Macomb,5,41,11309,1,N3,WMINUS,461.2B24,ORG2,MacombN3WMINUSORG2,25,6/7/2018,11/21/2018,NA,NA,NA,NA,1.886666667,1.7325,95.8475,2.271666667,124.4166667,225,96,21.27,19.264,4.65838984,19.4,55.9,87.62075134,10.7,4.5,68.6
REPLICATED TRIAL,2018,Macomb,6,41,12309,1,N3,WPLUS,461.2B24,ORG2,MacombN3WPLUSORG2,26,6/7/2018,11/21/2018,NA,NA,NA,NA,1.926666667,1.74,79.03083333,0.540833333,98.91666667,211,91,23.21,19.656,5.4657836,20,53.2,107.2207145,10.2,4.7,68.7
REPLICATED TRIAL,2018,Macomb,7,17,21109,2,N1,WMINUS,461.2B24,ORG2,MacombN1WMINUSORG2,31,6/7/2018,11/20/2018,NA,NA,NA,NA,1.886666667,1.725,82.74916667,-1.765,105.5833333,220,95,21.406,19.308,4.52684816,20.7,51,91.82202112,10,4.5,69.2
REPLICATED TRIAL,2018,Macomb,8,17,22109,2,N1,WPLUS,461.2B24,ORG2,MacombN1WPLUSORG2,21,6/7/2018,11/20/2018,NA,NA,NA,NA,1.896666667,1.7425,75.89083333,-0.330833333,98.83333333,209,95,20.568,18.764,4.0142892,19.8,51.3,81.8678847,9.7,5.1,68.8
REPLICATED TRIAL,2018,Macomb,9,9,22309,2,N3,WPLUS,461.2B24,ORG2,MacombN3WPLUSORG2,10,6/7/2018,11/20/2018,NA,NA,NA,NA,1.883333333,1.720833333,89.87166667,1.005833333,113.1666667,228,115,23.654,20.078,3.95532224,21.3,52.3,77.64309231,12.4,5.1,66.4
REPLICATED TRIAL,2018,Macomb,10,9,21309,2,N3,WMINUS,461.2B24,ORG2,MacombN3WMINUSORG2,33,6/7/2018,11/20/2018,NA,NA,NA,NA,1.886666667,1.728333333,79.7825,1.566666667,147.3333333,198,89,22.312,18.23,4.34541136,21.4,55.3,80.57052976,12.2,4.8,67.1
REPLICATED TRIAL,2018,Macomb,11,41,22209,2,N2,WPLUS,461.2B24,ORG2,MacombN2WPLUSORG2,26,6/7/2018,11/21/2018,NA,NA,NA,NA,1.903333333,1.695833333,113.8308333,1.650833333,95.08333333,235,119,21.722,19.19,4.59035104,19.9,53.3,89.99100769,10.4,4.8,68.6
REPLICATED TRIAL,2018,Macomb,12,41,21209,2,N2,WMINUS,461.2B24,ORG2,MacombN2WMINUSORG2,29,6/7/2018,11/21/2018,NA,NA,NA,NA,1.91,1.751666667,80.80833333,-0.325833333,114.25,213,90,19.64,17.564,4.59942288,19.3,54.4,89.00735294,9.8,4.7,69
REPLICATED TRIAL,2018,Macomb,13,13,32209,3,N2,WPLUS,461.2B24,ORG2,MacombN2WPLUSORG2,20,6/7/2018,11/20/2018,NA,NA,NA,NA,1.87,1.738333333,87.24833333,1.750833333,114,206,80,24.072,20.886,6.41379088,19.7,50.4,133.3053912,10.4,4.6,68.9
REPLICATED TRIAL,2018,Macomb,14,13,31209,3,N2,WMINUS,461.2B24,ORG2,MacombN2WMINUSORG2,29,6/7/2018,11/20/2018,NA,NA,NA,NA,1.903333333,1.734166667,89.63666667,1.97,111.4166667,224,96,22.04,19.366,7.00346048,20.8,51.5,140.5007181,10.8,5,67.8
REPLICATED TRIAL,2018,Macomb,15,37,31109,3,N1,WMINUS,461.2B24,ORG2,MacombN1WMINUSORG2,28,6/7/2018,11/21/2018,NA,NA,NA,NA,1.88,1.739166667,85.48333333,0.568333333,108.25,213,94,21.518,18.814,4.49963264,19.3,54.5,86.91645405,9.4,4.3,70
REPLICATED TRIAL,2018,Macomb,16,37,32109,3,N1,WPLUS,461.2B24,ORG2,MacombN1WPLUSORG2,20,6/7/2018,11/21/2018,NA,NA,NA,NA,1.876666667,1.705,90.84916667,2.559166667,96,220,92,23.612,20.754,4.55406368,20.5,53.1,88.94460602,9.4,4.7,69.4
REPLICATED TRIAL,2018,Macomb,17,33,31309,3,N3,WMINUS,461.2B24,ORG2,MacombN3WMINUSORG2,26,6/7/2018,11/21/2018,NA,NA,NA,NA,1.893333333,1.731666667,97.60333333,-0.1175,111.9166667,234,113,21.512,18.508,6.08720464,19.5,50.4,126.8326759,10.7,4.9,68.2
REPLICATED TRIAL,2018,Macomb,18,33,32309,3,N3,WPLUS,461.2B24,ORG2,MacombN3WPLUSORG2,22,6/7/2018,11/21/2018,NA,NA,NA,NA,1.896666667,1.715,102.5775,-0.6225,102.5,223,108,22,18.33,5.67443592,19.1,52.2,114.7225056,10,4.9,68.7
REPLICATED TRIAL,2018,Macomb,19,25,42209,4,N2,WPLUS,461.2B24,ORG2,MacombN2WPLUSORG2,30,6/7/2018,11/20/2018,NA,NA,NA,NA,1.906666667,1.735833333,63.08666667,-2.056666667,95.58333333,199,91,21.08,18.986,5.99648624,19.7,55.3,113.5887092,9.9,4.9,68.9
REPLICATED TRIAL,2018,Macomb,20,25,41209,4,N2,WMINUS,461.2B24,ORG2,MacombN2WMINUSORG2,29,6/7/2018,11/20/2018,NA,NA,NA,NA,1.893333333,1.75,71.1925,-2.594166667,118.4166667,208,91,21.548,19.696,5.6018612,20,55.9,104.5823586,10.4,4.7,68.6
REPLICATED TRIAL,2018,Macomb,21,21,41309,4,N3,WMINUS,461.2B24,ORG2,MacombN3WMINUSORG2,31,6/7/2018,11/20/2018,NA,NA,NA,NA,1.903333333,1.729166667,81.88166667,-0.98,105.9166667,200,96,22.646,18.116,6.02823768,19.7,55.2,114.3970286,10.3,4.6,68.8
REPLICATED TRIAL,2018,Macomb,22,21,42309,4,N3,WPLUS,461.2B24,ORG2,MacombN3WPLUSORG2,28,6/7/2018,11/20/2018,NA,NA,NA,NA,1.91,1.77,87.93416667,0.8525,106.75,231,217,20.18,17.8,6.47275784,19.7,55.2,122.8326258,10.7,4.6,68.6
REPLICATED TRIAL,2018,Macomb,23,9,41109,4,N1,WMINUS,461.2B24,ORG2,MacombN1WMINUSORG2,27,6/7/2018,11/20/2018,NA,NA,NA,NA,1.876666667,1.730833333,82.425,4.219166667,108.9166667,222,84,21.582,19.314,4.79900336,19.7,55,91.40118343,10,4.4,69.2
REPLICATED TRIAL,2018,Macomb,24,9,42109,4,N1,WPLUS,461.2B24,ORG2,MacombN1WPLUSORG2,18,6/7/2018,11/20/2018,NA,NA,NA,NA,1.883333333,1.721666667,82.0125,0.361666667,112.8333333,190,89,16.93,15.378,3.4699788,20.9,51.9,68.98963642,10.8,4,69.2
REPLICATED TRIAL,2019,UIUC2019,1,37,1037,1,N2,WMINUS,17.2B24,ORG4,UIUC2019N2WMINUSORG4,58,10-Jun,10/19/2019,4-Aug,5-Aug,55,56,1.91,1.94,112.68,NA,123.34,229,134,24.76,23.28,8.6409276,28.2,49.1,144.5252808,9.4,3.5,71.9
REPLICATED TRIAL,2019,UIUC2019,4,29,4029,1,N1,WMINUS,17.2B24,ORG4,UIUC2019N1WMINUSORG4,66,10-Jun,10/19/2019,5-Aug,6-Aug,56,57,1.93,1.95,68.55,NA,106.75,243,130,23.42,21.22,9.80665904,31.5,51.4,156.4842594,9.4,4.7,69.4
REPLICATED TRIAL,2019,UIUC2019,5,21,5021,1,N3,WMINUS,17.2B24,ORG4,UIUC2019N3WMINUSORG4,64,10-Jun,10/19/2019,4-Aug,5-Aug,55,56,1.9,1.93,82.67,NA,112,243,128,26.16,23.7,9.99263176,32,51.2,158.2879328,7.6,3.3,73.4
REPLICATED TRIAL,2019,UIUC2019,7,41,7041,2,N2,WMINUS,17.2B24,ORG4,UIUC2019N2WMINUSORG4,66,10-Jun,10/19/2019,4-Aug,6-Aug,55,57,1.94,1.95,107.64,NA,111.84,248,135,22.04,20.02,10.27839472,30.9,50.9,165.4483158,7.7,3.2,73.5
REPLICATED TRIAL,2019,UIUC2019,9,29,9029,2,N3,WMINUS,17.2B24,ORG4,UIUC2019N3WMINUSORG4,60,10-Jun,10/19/2019,5-Aug,6-Aug,56,57,1.9,1.93,80.38,NA,109.5,230,122,22.82,20.66,10.06520648,32.6,49.2,158.0307482,9.3,3.6,71.8
REPLICATED TRIAL,2019,UIUC2019,12,33,12033,2,N1,WMINUS,17.2B24,ORG4,UIUC2019N1WMINUSORG4,62,10-Jun,10/19/2019,5-Aug,7-Aug,56,58,1.93,1.94,78.97,NA,108.75,233,118,23.52,21.24,9.1398788,30.1,49.3,148.8252511,9.8,3.9,71
REPLICATED TRIAL,2019,UIUC2019,13,9,13009,3,N3,WMINUS,17.2B24,ORG4,UIUC2019N3WMINUSORG4,64,10-Jun,10/19/2019,3-Aug,4-Aug,54,55,1.9,1.94,103.23,NA,105.17,247,135,21.91,20.29,8.80875664,28.8,48.8,146.1011441,8.2,3,73.3
REPLICATED TRIAL,2019,UIUC2019,15,33,15033,3,N1,WMINUS,17.2B24,ORG4,UIUC2019N1WMINUSORG4,67,10-Jun,10/19/2019,5-Aug,6-Aug,56,57,1.93,1.95,71.45,NA,94.84,230,117,25.02,22.14,9.17163024,31.3,48.4,146.7784462,9,3.8,71.5
REPLICATED TRIAL,2019,UIUC2019,18,21,18021,3,N2,WMINUS,17.2B24,ORG4,UIUC2019N2WMINUSORG4,60,10-Jun,10/19/2019,5-Aug,6-Aug,56,57,1.94,1.96,98.72,NA,80.42,215,107,21.71,19.25,7.9832192,32.7,48.7,125.1561311,7.9,3.5,73.1
REPLICATED TRIAL,2019,UIUC2019,19,13,19013,4,N3,WMINUS,17.2B24,ORG4,UIUC2019N3WMINUSORG4,59,10-Jun,10/19/2019,5-Aug,6-Aug,56,57,1.92,1.95,90.51,NA,102.25,221,108,21.22,19.82,8.07847352,29.5,49.9,132.6714373,6.9,3.3,73.8
REPLICATED TRIAL,2019,UIUC2019,22,33,22033,4,N1,WMINUS,17.2B24,ORG4,UIUC2019N1WMINUSORG4,58,10-Jun,10/19/2019,7-Aug,8-Aug,58,59,1.92,1.95,71.85,NA,94.58,191,100,19.8,18.26,4.45427344,31.1,46.9,71.4916149,9.6,3.5,71.7
REPLICATED TRIAL,2019,UIUC2019,24,17,24017,4,N2,WMINUS,17.2B24,ORG4,UIUC2019N2WMINUSORG4,55,10-Jun,10/19/2019,5-Aug,7-Aug,56,58,1.87,1.93,93.47,NA,110.67,220,108,19.09,17.73,7.02614008,27.9,50.4,118.0078995,8.6,3.4,72.5
REPLICATED TRIAL,2019,UIUC2019,2,37,2037,1,N2,WPLUS,17.2B24,ORG4,UIUC2019N2WPLUSORG4,65,10-Jun,10/19/2019,4-Aug,5-Aug,55,56,1.93,1.96,86.56,NA,100.58,240,127,23.4,21.28,9.24874088,29.3,48.8,152.3214402,8.3,3.4,72.8
REPLICATED TRIAL,2019,UIUC2019,3,29,3029,1,N1,WPLUS,17.2B24,ORG4,UIUC2019N1WPLUSORG4,59,10-Jun,10/19/2019,5-Aug,7-Aug,56,58,1.93,1.95,80.49,NA,106.84,242,130,23.38,21.56,8.46402672,31.6,50.4,134.8627896,8.3,4.4,70.7
REPLICATED TRIAL,2019,UIUC2019,6,21,6021,1,N3,WPLUS,17.2B24,ORG4,UIUC2019N3WPLUSORG4,50,10-Jun,10/19/2019,5-Aug,6-Aug,56,57,1.93,1.94,105.46,NA,86.34,239,131,20.36,18.56,7.1213944,32.2,47.9,112.4744152,7.7,3.2,73.2
REPLICATED TRIAL,2019,UIUC2019,8,41,8041,2,N2,WPLUS,17.2B24,ORG4,UIUC2019N2WPLUSORG4,63,10-Jun,10/19/2019,5-Aug,6-Aug,56,57,1.92,1.94,101.98,NA,102.84,231,133,23.04,21,9.98809584,30.6,48.5,161.4734717,7.7,3.2,73.3
REPLICATED TRIAL,2019,UIUC2019,10,29,10029,2,N3,WPLUS,17.2B24,ORG4,UIUC2019N3WPLUSORG4,62,10-Jun,10/19/2019,5-Aug,5-Aug,56,56,1.91,1.94,87.48,NA,103.08,230,138,21.28,19,9.92912888,32.7,49.6,155.6629381,8.2,3.6,72.6
REPLICATED TRIAL,2019,UIUC2019,11,33,11033,2,N1,WPLUS,17.2B24,ORG4,UIUC2019N1WPLUSORG4,66,10-Jun,10/19/2019,5-Aug,7-Aug,56,58,1.91,1.94,75.41,NA,95.67,225,130,21.22,19.66,8.0966172,31.7,46.5,128.820008,9,3.8,71.8
REPLICATED TRIAL,2019,UIUC2019,14,9,14009,3,N3,WPLUS,17.2B24,ORG4,UIUC2019N3WPLUSORG4,56,10-Jun,10/19/2019,3-Aug,5-Aug,54,56,1.92,1.95,90.9,NA,100.75,225,121,22.32,20.17,8.16919192,29.9,49,133.4000918,7.6,3,73.9
REPLICATED TRIAL,2019,UIUC2019,16,33,16033,3,N1,WPLUS,17.2B24,ORG4,UIUC2019N1WPLUSORG4,64,10-Jun,10/19/2019,5-Aug,7-Aug,56,58,1.91,1.93,77,NA,93.67,216,107,20.62,18.33,7.09417888,34.7,48.4,107.9131395,8.7,3.6,72.3
REPLICATED TRIAL,2019,UIUC2019,17,21,17021,3,N2,WPLUS,17.2B24,ORG4,UIUC2019N2WPLUSORG4,61,10-Jun,10/19/2019,5-Aug,6-Aug,56,57,1.95,1.97,98.48,NA,78.17,227,116,21.66,19.76,5.97380664,32.2,49.5,94.34955724,8,3.6,72.8
REPLICATED TRIAL,2019,UIUC2019,20,13,20013,4,N3,WPLUS,17.2B24,ORG4,UIUC2019N3WPLUSORG4,56,10-Jun,10/19/2019,5-Aug,7-Aug,56,58,1.88,1.93,86.24,NA,99.34,225,117,21.36,19.28,6.20513856,31.2,49.8,99.44865944,6.6,3.3,74
REPLICATED TRIAL,2019,UIUC2019,21,33,21033,4,N1,WPLUS,17.2B24,ORG4,UIUC2019N1WPLUSORG4,53,10-Jun,10/19/2019,7-Aug,8-Aug,58,59,1.96,1.97,77.4,NA,65.09,190,100,18.75,17.29,3.628736,32.4,44.1,57.14274257,8.2,3.7,72.4
REPLICATED TRIAL,2019,UIUC2019,23,17,23017,4,N2,WPLUS,17.2B24,ORG4,UIUC2019N2WPLUSORG4,54,10-Jun,10/19/2019,5-Aug,7-Aug,56,58,1.93,1.96,97.32,NA,92,193,96,19.93,17.77,3.74666992,29.4,47,61.61821965,7.5,3.2,73.5
REPLICATED TRIAL,2018,Pana,1,17,12101,1,N2,WPLUS,PHHB9*PHM49,UIUC1,PanaN2WPLUSUIUC1,1,5/25/2018,10/15/2018,NA,NA,NA,NA,1.823333333,1.7075,93.47666667,4.629166667,167.1666667,222,82,20.21,18.89,NA,NA,NA,NA,NA,NA,NA
REPLICATED TRIAL,2018,Pana,2,17,11101,1,N2,WMINUS,PHHB9*PHM49,UIUC1,PanaN2WMINUSUIUC1,3,5/25/2018,10/15/2018,NA,NA,NA,NA,1.81,1.80625,86.225,5.3125,144.875,203,87,33.205,30.555,3.8101728,16.7,57.8,71.63243996,10.9,3.4,70.1
REPLICATED TRIAL,2018,Pana,3,25,11301,1,N1,WPLUS,PHHB9*PHM49,UIUC1,PanaN1WPLUSUIUC1,13,5/25/2018,10/15/2018,NA,NA,NA,NA,1.88,1.748333333,78.6675,0.558333333,153.25,255,145,29.22,27.322,5.5338224,18,62.1,95.32248997,8.8,3.4,71.6
REPLICATED TRIAL,2018,Pana,4,25,12301,1,N1,WMINUS,PHHB9*PHM49,UIUC1,PanaN1WMINUSUIUC1,29,5/25/2018,10/15/2018,NA,NA,NA,NA,1.88,1.7275,102.69125,1.55,111.125,240,105,21.922,20.27,9.69326104,17.6,61.6,169.1470068,7.8,3.4,72.6
