EXP,YEAR,LOC,RANGE,ROW,PLOT,REP,NITRO,WEED,PED,HYB,STC,PDT,HDT,MFL,FFL,DTA,DTS,FDT,FDS,RTA,RLA,SDI,PHT,EHT,SDL,SDS,GWT,MST,TWT,YIELD,PROT,OIL,STA,FIB,ASH,DENS,MCA,PROTA,OLA,STRA,DTA,TWA,FRA,TEC,pH,OM,EstNRel,Su,P,Ca,Mg,K,Na,Bray1P,TOC,TN,Soil CN,Sand,Silt ,Clay,SMC,InorgN,POMN,POMC,POMCN,PMN,POXC,FDA,Plot2,NH4N-V8,NO3N-V8,POMN-V8,POMC-V8,POMCN-V8,PMN-V8,POXC-V8,BD-V8,NH4N-VT,NO3N-VT,POMN-VT,POMC-VT,POMCN-VT,PMN-VT,POXC-VT,BD-VT,NH4N-R2,NO3N-R2,POMN-R2,POMC-R2,POMCN-R2,PMN-R2,POXC-R2,BD-R2
OREI_Replicated_Exp,2018,Pana,15,5,32207,3,N3,WPLUS,PHW52*LH185,UIUC7,21,5/25/2018,10/15/2018,NA,NA,NA,NA,1.843333333,1.755,78.22833333,2.629166667,110.4166667,235,103,23.538,21.168,9.17616616,15.8,59.5,169.3964497,8.1,3.4,72.2,NA,NA,NA,9.7,8.1,3.4,72.2,1.243,58.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pana32207,3.8,20.47,0.188159204,2.373233831,12.7912,14.48,410.6412,1.189763436,2.84,18.49,0.1593,2.1004,13.0042,26.44,445.896,1.283957208,2.62745098,15.62254902,0.165572139,2.063283582,12.2442,28.21003922,524.655,1.264571638
OREI_Replicated_Exp,2018,Pana,15,9,32210,3,N3,WPLUS,17.461,ORG1,29,5/25/2018,10/15/2018,NA,NA,NA,NA,1.933333333,1.775833333,54.58083333,-0.29,97.66666667,257,145,23.992,21.632,9.70233288,14.8,56.9,189.5184118,9.5,5,68.7,NA,NA,NA,9.8,9.5,5,68.7,1.156,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pana32210,2.95,21.07,0.163888889,2.300297619,13.926,13.44,466.9524,1.243899553,2.98,13.76,0.159140859,2.039360639,12.7779,27.024,508.824,1.198681911,2.676470588,15.15352941,0.139424032,1.791857001,12.9241,24.94682353,533.9808,1.203570122
OREI_Replicated_Exp,2018,Pana,15,13,32209,3,N3,WPLUS,461.2B24,ORG2,23,5/25/2018,10/15/2018,NA,NA,NA,NA,1.893333333,1.7275,78.2625,2.4225,108.25,236,115,24.424,21.704,6.20513856,19.9,55.3,117.2483602,10.6,4.8,68.1,NA,NA,NA,9.3,10.6,4.8,68.1,1.192,57.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pana32209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2018,Pana,15,17,32202,3,N3,WPLUS,PHHB9*PHR63,UIUC2,23,5/25/2018,10/15/2018,NA,NA,NA,NA,1.886666667,1.740833333,76.855,2.705833333,146,247,110,25.48,23.262,9.33492336,15.5,58.3,176.5008576,9,4,70.9,NA,NA,NA,11.5,9,4,70.9,1.279,60.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pana32202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2018,Pana,15,21,32208,3,N3,WPLUS,PHW52*Q381,UIUC8,21,5/25/2018,10/15/2018,NA,NA,NA,NA,1.886666667,1.719166667,70.2075,0.373333333,109.5833333,220,100,25.184,22.4,5.87855232,15.9,57.1,112.9479062,9,3.6,71.4,NA,NA,NA,9.2,9,3.6,71.4,1.275,58.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pana32208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2018,Pana,15,25,32205,3,N3,WPLUS,PHHB9*Q381,UIUC5,22,5/25/2018,10/15/2018,NA,NA,NA,NA,1.84,1.7475,83.5625,3.3725,105,242,97,25.57,23.024,7.20304096,14.9,58.6,136.4569744,9.2,3.6,71.2,NA,NA,NA,9.7,9.2,3.6,71.2,1.282,59.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pana32205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2018,Pana,15,29,32201,3,N3,WPLUS,PHHB9*PHM49,UIUC1,25,5/25/2018,10/15/2018,NA,NA,NA,NA,1.89,1.74125,81.7675,1.3325,114.75,245,105,22.928,21.1,9.37574664,18.8,59.9,165.7994093,8.5,3.4,71.7,NA,NA,NA,11,8.5,3.4,71.7,1.242,60.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pana32201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2018,Pana,17,9,31104,3,N2,WMINUS,PHHB9*PHZ51,UIUC4,24,5/25/2018,10/15/2018,NA,NA,NA,NA,1.84,1.705,95.92625,2.23875,129.75,262,120,23.85,22.088,8.60464024,15.6,60.7,156.0753731,8.6,3.6,71.6,NA,NA,NA,9.5,8.6,3.6,71.6,1.252,61.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pana31104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2018,Pana,15,37,32206,3,N3,WPLUS,PHP38*Q381,UIUC6,29,5/25/2018,10/15/2018,NA,NA,NA,NA,1.88,1.768333333,98.675,1.285833333,109.1666667,243,95,23.59,20.366,8.10568904,15.2,59.9,149.6948563,8.4,3.7,71.7,NA,NA,NA,10.1,8.4,3.7,71.7,1.279,59.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pana32206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2018,Pana,15,41,32203,3,N3,WPLUS,PHHB9*PHW30,UIUC3,30,5/25/2018,10/15/2018,NA,NA,NA,NA,1.87,1.721666667,86.17166667,4.128333333,118.0833333,270,120,23.912,20.848,9.85201824,15.8,60.4,179.1629766,8.9,3.5,71.4,NA,NA,NA,10.4,8.9,3.5,71.4,1.271,60.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pana32203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2018,Pana,16,5,31207,3,N3,WMINUS,PHW52*LH185,UIUC7,21,5/25/2018,10/15/2018,NA,NA,NA,NA,1.873333333,1.726666667,71.46333333,2.524166667,131.5,232,94,22.122,19.994,9.34853112,14.9,59.2,175.3069527,9.2,3.6,71,NA,NA,NA,11.9,9.2,3.6,71,1.257,57.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pana31207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2018,Pana,16,9,31210,3,N3,WMINUS,17.461,ORG1,31,5/25/2018,10/15/2018,NA,NA,NA,NA,1.943333333,1.7725,61.64416667,-0.515833333,107.25,255,137,24.326,22.172,8.82690032,15,56.4,173.5385455,10.4,4.9,68.1,NA,NA,NA,11.5,10.4,4.9,68.1,1.186,57.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pana31210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2018,Pana,16,13,31209,3,N3,WMINUS,461.2B24,ORG2,28,5/25/2018,10/15/2018,NA,NA,NA,NA,1.906666667,1.735833333,71.66416667,-0.14,99.16666667,237,124,23.77,20.652,8.60010432,19.4,54.7,165.310083,10.9,5.3,67.3,NA,NA,NA,11.1,10.9,5.3,67.3,1.182,57.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pana31209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2018,Pana,16,17,31202,3,N3,WMINUS,PHHB9*PHR63,UIUC2,26,5/25/2018,10/15/2018,NA,NA,NA,NA,1.906666667,1.775833333,68.125,-0.305,129.6666667,252,115,25.152,22.424,9.9336648,15.3,59.6,184.1596839,9.5,4.1,70.4,NA,NA,NA,11.2,9.5,4.1,70.4,1.277,59.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pana31202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2018,Pana,16,21,31208,3,N3,WMINUS,PHW52*Q381,UIUC8,15,5/25/2018,10/15/2018,NA,NA,NA,NA,1.845,1.79375,52.4825,1.8175,167.875,230,95,24.866,22.3,6.25049776,15.3,58.2,118.6650806,10.1,4.1,70,NA,NA,NA,11.5,10.1,4.1,70,1.296,59.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pana31208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2018,Pana,16,25,31205,3,N3,WMINUS,PHHB9*Q381,UIUC5,29,5/25/2018,10/15/2018,NA,NA,NA,NA,1.896666667,1.7775,50.01083333,-2.166666667,184.3333333,237,95,23.228,20.236,8.76793336,15.8,59,163.2319727,9,3.8,71.2,NA,NA,NA,11.4,9,3.8,71.2,1.278,59.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pana31205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2018,Pana,16,29,31201,3,N3,WMINUS,PHHB9*PHM49,UIUC1,27,5/25/2018,10/15/2018,NA,NA,NA,NA,1.89,1.749166667,80.22083333,2.220833333,118,247,110,25.586,22.694,10.43715192,16.2,61.7,184.9220795,8.9,3.4,71.8,NA,NA,NA,11.2,8.9,3.4,71.8,1.28,61.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pana31201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2018,Pana,18,9,32104,3,N2,WPLUS,PHHB9*PHZ51,UIUC4,25,5/25/2018,10/15/2018,NA,NA,NA,NA,1.83,1.7125,103.7541667,3.4875,113.8333333,250,133,23.452,21.61,8.75886152,15.5,62.6,154.2332268,8.8,3.6,71.4,NA,NA,NA,8.9,8.8,3.6,71.4,1.24,61.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pana32104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2018,Pana,16,37,31206,3,N3,WMINUS,PHP38*Q381,UIUC6,30,5/25/2018,10/15/2018,NA,NA,NA,NA,1.89,1.745,68.93083333,1.38,142,245,95,24.276,21.022,8.94483424,15.5,59.9,164.6076795,9.4,4,70.8,NA,NA,NA,11.4,9.4,4,70.8,1.294,59.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pana31206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2018,Pana,16,41,31203,3,N3,WMINUS,PHHB9*PHW30,UIUC3,26,5/25/2018,10/15/2018,NA,NA,NA,NA,1.886666667,1.7625,91.57416667,3.098333333,127.6666667,270,122,25.916,22.474,10.84992064,15.1,60.6,198.2939832,9.4,3.8,70.7,NA,NA,NA,11.2,9.4,3.8,70.7,1.265,60.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pana31203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2018,Pana,17,5,31109,3,N2,WMINUS,461.2B24,ORG2,25,5/25/2018,10/15/2018,NA,NA,NA,NA,1.883333333,1.784166667,113.3908333,1.894166667,98.66666667,220,115,24.128,21.624,3.33843712,20.6,55.7,62.08067309,11.5,4.1,68.1,NA,NA,NA,10.2,11.5,4.1,68.1,1.206,57.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pana31109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2018,Pana,15,33,32204,3,N3,WPLUS,PHHB9*PHZ51,UIUC4,27,5/25/2018,10/15/2018,NA,NA,NA,NA,1.883333333,1.735833333,90.49916667,0.194166667,90.5,265,114,23.936,21.902,9.3439952,15,57.9,178.9455396,8.6,3.6,71.7,NA,NA,NA,10.3,8.6,3.6,71.7,1.285,59.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pana32204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2018,Pana,17,13,31101,3,N2,WMINUS,PHHB9*PHM49,UIUC1,28,5/25/2018,10/15/2018,NA,NA,NA,NA,1.903333333,1.740833333,80.16416667,-0.083333333,146.6666667,255,140,23.958,22.206,8.8223644,17.2,60.2,158.2948358,8.3,3.6,71.9,NA,NA,NA,10.5,8.3,3.6,71.9,1.257,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pana31101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2018,Pana,17,17,31106,3,N2,WMINUS,PHP38*Q381,UIUC6,26,5/25/2018,10/15/2018,NA,NA,NA,NA,1.92,1.761666667,81.70916667,0.025,112.6666667,245,96,22.934,20.038,9.3439952,14.5,60.7,171.6951152,8.6,3.9,71.3,NA,NA,NA,10.8,8.6,3.9,71.3,1.273,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pana31106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2018,Pana,17,21,31108,3,N2,WMINUS,PHW52*Q381,UIUC8,27,5/25/2018,10/15/2018,NA,NA,NA,NA,1.833333333,1.774166667,87.63083333,1.8025,99.91666667,235,105,22.55,19.94,6.35935984,14.5,59.3,119.6114432,9.2,4.2,70.4,NA,NA,NA,11.2,9.2,4.2,70.4,1.274,59.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pana31108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2018,Pana,17,25,31102,3,N2,WMINUS,PHHB9*PHR63,UIUC2,27,5/25/2018,10/15/2018,NA,NA,NA,NA,1.866666667,1.7675,71.79666667,0.756666667,173.5,241,114,21.764,19.696,10.89074392,15.4,59.5,202.0034807,8.2,3.6,72,NA,NA,NA,9.3,8.2,3.6,72,1.273,60.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pana31102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2018,Pana,17,29,31105,3,N2,WMINUS,PHHB9*Q381,UIUC5,26,5/25/2018,10/15/2018,NA,NA,NA,NA,1.916666667,1.770833333,70.32916667,0.614166667,105.9166667,230,103,22.93,20.378,9.11266328,14.8,61.6,164.4190425,8.4,3.3,72.2,NA,NA,NA,8.9,8.4,3.3,72.2,1.273,60.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pana31105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2018,Pana,17,33,31103,3,N2,WMINUS,PHHB9*PHW30,UIUC3,29,5/25/2018,10/15/2018,NA,NA,NA,NA,1.88,1.7525,81.96833333,3.1975,132.9166667,260,117,25.314,22.54,9.53450384,15.4,60.2,174.7913267,8.6,3.3,71.8,NA,NA,NA,9.1,8.6,3.3,71.8,1.252,60.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pana31103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2018,Pana,17,37,31110,3,N2,WMINUS,17.461,ORG1,30,5/25/2018,10/15/2018,NA,NA,NA,NA,1.943333333,1.785,66.99916667,-0.884166667,98.25,265,120,21.262,18.994,9.38481848,15.1,56.1,185.275765,9.7,5,68.5,NA,NA,NA,10.3,9.7,5,68.5,1.167,57.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pana31110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2018,Pana,17,41,31107,3,N2,WMINUS,PHW52*LH185,UIUC7,25,5/25/2018,10/15/2018,NA,NA,NA,NA,1.903333333,1.79,82.11,1.024166667,96.5,250,112,23.558,20.972,10.60498096,15.2,57.2,205.0962056,8,3.3,72.4,NA,NA,NA,10.9,8,3.3,72.4,1.247,57.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pana31107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2018,Pana,18,5,32109,3,N2,WPLUS,461.2B24,ORG2,20,5/25/2018,10/15/2018,NA,NA,NA,NA,1.87,1.75,85.09166667,3.533333333,103.3333333,218,100,23.818,20.838,5.88762416,15.9,57.4,112.5309775,10.3,4.6,68.7,NA,NA,NA,10.5,10.3,4.6,68.7,1.191,57.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pana32109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2018,Pana,16,33,31204,3,N3,WMINUS,PHHB9*PHZ51,UIUC4,25,5/25/2018,10/15/2018,NA,NA,NA,NA,1.833333333,1.684166667,94.15916667,2.011666667,129,270,123,24.5,21.666,9.07184,14.8,61.5,163.9486217,9.1,3.7,71.2,NA,NA,NA,11.2,9.1,3.7,71.2,1.274,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pana31204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2018,Pana,18,13,32101,3,N2,WPLUS,PHHB9*PHM49,UIUC1,25,5/25/2018,10/15/2018,NA,NA,NA,NA,1.91,1.735833333,77.5925,-0.145,112.9166667,232,125,23.25,21.296,8.64999944,16.9,58.7,159.7448666,8,3.5,72.1,NA,NA,NA,10.9,8,3.5,72.1,1.24,60.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pana32101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2018,Pana,18,17,32106,3,N2,WPLUS,PHP38*Q381,UIUC6,28,5/25/2018,10/15/2018,NA,NA,NA,NA,1.9,1.776666667,80.17583333,-0.438333333,114.75,237,115,21.852,19.386,8.10568904,14.9,60,149.9740631,8.3,3.7,71.9,NA,NA,NA,9.8,8.3,3.7,71.9,1.286,60.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pana32106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2018,Pana,18,21,32108,3,N2,WPLUS,PHW52*Q381,UIUC8,21,5/25/2018,10/15/2018,NA,NA,NA,NA,1.846666667,1.794166667,115.345,2.183333333,85.33333333,237,95,22.198,19.446,5.99195032,14.9,58.2,114.2938043,9.1,3.7,71.1,NA,NA,NA,10.7,9.1,3.7,71.1,1.289,59.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pana32108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2018,Pana,18,25,32102,3,N2,WPLUS,PHHB9*PHR63,UIUC2,24,5/25/2018,10/15/2018,NA,NA,NA,NA,1.906666667,1.7575,108.0341667,0.865833333,107.25,240,100,22.03,20.468,9.47553688,15.1,60.5,173.4618808,8.4,3.4,72,NA,NA,NA,9.8,8.4,3.4,72,1.277,59.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pana32102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2018,Pana,18,29,32105,3,N2,WPLUS,PHHB9*Q381,UIUC5,25,5/25/2018,10/15/2018,NA,NA,NA,NA,1.84,1.77125,60.8025,1.655,160.875,232,120,21.414,19.362,8.60464024,14.8,60.8,157.2956244,8.6,3.5,71.8,NA,NA,NA,9.4,8.6,3.5,71.8,1.278,60.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pana32105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2018,Pana,18,33,32103,3,N2,WPLUS,PHHB9*PHW30,UIUC3,28,5/25/2018,10/15/2018,NA,NA,NA,NA,1.873333333,1.735,88.2125,1.433333333,123.5,262,115,25.116,22.148,9.7068688,19.9,60.7,167.0978622,8.5,3.4,71.9,NA,NA,NA,10.3,8.5,3.4,71.9,1.267,60.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pana32103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OREI_Replicated_Exp,2018,Pana,18,37,32110,3,N2,WPLUS,17.461,ORG1,25,5/25/2018,10/15/2018,NA,NA,NA,NA,1.916666667,1.744166667,64.51583333,0.5125,99.75,245,125,21.892,19.358,8.7770052,14.7,53.3,183.2382295,9.3,5.2,68.6,NA,NA,NA,10.5,9.3,5.2,68.6,1.162,56.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pana32110,2.58,23.15,0.173852295,2.367065868,13.7881,18.688,459.2736,1.229869794,2.58,17.29,0.1608,2.2378,13.6432,26.784,503.856,1.222283622,2.725490196,16.9245098,0.171527778,2.121527778,12.4421,16.32360784,475.4826,1.253472598
